floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,M0_kipft,qu_psf,punch_ratio,punch_ok,defl_ratio,defl_ok,col_min_in,col_max_in,As_cs_in2,As_ms_in2,As_total_in2,runtime_s
flat_plate,36.0,36.0,12.007874015748031,40.0,EFM (HC),14.39632545931759,1515.8285789763854,301.89851069531875,1.0,true,0.04910869284037596,true,28.999999999999996,34.99999999999999,54.0,11.4,65.4,0.09
flat_plate,36.0,36.0,12.007874015748031,40.0,EFM (ASAP),14.39632545931759,1513.9385881724108,301.89851069531875,1.0,true,0.04910869284037596,true,28.999999999999996,34.99999999999999,54.0,11.4,65.4,0.054
flat_plate,36.0,36.0,12.007874015748031,40.0,FEA,15.0,1549.2047223746308,310.86781925683624,1.0,true,0.2664645598571739,true,28.999999999999996,34.99999999999999,45.400000000000006,12.2,57.6,10.169
flat_plate,36.0,36.0,12.007874015748031,50.0,MDDM,14.39632545931759,1580.2778851425542,317.8985106953188,1.0,true,0.061385866050469876,true,28.999999999999996,34.99999999999999,44.599999999999994,11.200000000000001,55.8,0.068
flat_plate,36.0,36.0,12.007874015748031,50.0,DDM (Full),14.39632545931759,1580.2778851425542,317.8985106953188,1.0,true,0.061385866050469834,true,28.999999999999996,34.99999999999999,47.199999999999996,11.4,58.6,0.077
flat_plate,36.0,36.0,12.007874015748031,50.0,EFM (HC),15.0,1629.9602651151463,326.8678192568362,1.0,true,0.05426872007898369,true,28.999999999999996,34.99999999999999,56.400000000000006,11.999999999999998,68.4,0.237
flat_plate,36.0,36.0,12.007874015748031,50.0,EFM (ASAP),14.39632545931759,1584.2420588351706,317.8985106953188,1.0,true,0.061385866050469876,true,28.999999999999996,34.99999999999999,56.8,11.799999999999999,68.6,0.122
flat_plate,36.0,36.0,12.007874015748031,50.0,FEA,15.5,1661.793742024543,334.2967465653974,1.0,true,0.24598712527491076,true,28.999999999999996,34.99999999999999,47.0,12.599999999999998,59.6,10.26
flat_plate,36.0,36.0,12.007874015748031,80.0,MDDM,14.39632545931759,1814.3295329091736,365.8985106953188,1.0,true,0.09821738568075182,true,28.999999999999996,34.99999999999999,51.0,11.200000000000001,62.2,0.045
flat_plate,36.0,36.0,12.007874015748031,80.0,DDM (Full),14.39632545931759,1814.3295329091736,365.8985106953188,1.0,true,0.09821738568075192,true,28.999999999999996,34.99999999999999,54.0,12.2,66.2,0.058
flat_plate,36.0,36.0,12.007874015748031,80.0,EFM (HC),14.39632545931759,1813.191172274046,365.8985106953188,1.0,true,0.09821738568075182,true,28.999999999999996,35.99999999999999,66.19999999999999,13.199999999999998,79.39999999999999,0.945
flat_plate,36.0,36.0,12.007874015748031,80.0,EFM (ASAP),14.39632545931759,1813.191172274046,365.8985106953188,1.0,true,0.09821738568075192,true,28.999999999999996,35.99999999999999,65.8,13.4,79.2,0.044
flat_plate,36.0,36.0,12.007874015748031,80.0,FEA,16.0,1932.4779390294973,389.7256738739586,1.0,true,0.4581216233560547,true,28.999999999999996,34.99999999999999,52.199999999999996,14.0,66.2,11.74
flat_plate,40.0,40.0,12.992125984251969,40.0,MDDM,15.997375328083992,2238.2189756485755,325.686676880213,1.0,true,0.04910869284037579,true,32.0,35.99999999999999,56.400000000000006,14.0,70.39999999999999,0.036
flat_plate,40.0,40.0,12.992125984251969,40.0,DDM (Full),15.997375328083992,2238.2189756485755,325.686676880213,1.0,true,0.049108692840375834,true,32.0,35.99999999999999,59.79999999999999,14.399999999999999,74.19999999999999,0.039
flat_plate,40.0,40.0,12.992125984251969,40.0,EFM (HC),15.997375328083992,2238.2189756485755,325.686676880213,1.0,true,0.04910869284037596,true,32.0,36.0,72.0,14.6,86.6,0.041
